"","Deployment_fk","Receiver","Station","Zone","Latitude","Longitude","Mooring_type","Quality","Time","Milliseconds","Number_clicks_filtered","Number_clicks_total","Lost_minutes","Dpm","Dp10m","Dph","Recorded","Click_frequency","Click_intensity"
"1499",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-04-28,35064,1265,5782978,1322,40,17,9,1440,0.0277777777777778,45540
"1500",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-04-29,75718,2555,5054786,944,45,13,7,1440,0.03125,81760
"1501",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-04-30,6220,443,5837093,1375,14,7,5,1440,0.00972222222222222,45565.7142857143
"1502",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-01,2134,152,5892986,1434,7,4,3,1440,0.00486111111111111,31268.5714285714
"1503",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-02,7280,605,5887817,1431,13,5,3,1440,0.00902777777777778,67015.3846153846
"1504",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-03,12328,1224,5719717,1281,28,13,9,1440,0.0194444444444444,62948.5714285714
"1505",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-04,11971,460,5820031,1349,12,5,4,1440,0.00833333333333333,55200
"1506",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-05,14175,575,5813321,1315,14,6,4,1440,0.00972222222222222,59142.8571428571
"1507",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-06,2422,83,5888561,1420,2,2,2,1440,0.00138888888888889,59760
"1508",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-07,981,67,5896800,1440,3,2,1,1440,0.00208333333333333,32160
"1509",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-08,11484,388,5896800,1440,12,8,7,1440,0.00833333333333333,46560
"1510",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-09,6521,367,5795269,1366,17,12,9,1440,0.0118055555555556,31087.0588235294
"1511",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-10,3608,181,5859754,1397,7,6,5,1440,0.00486111111111111,37234.2857142857
"1512",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-11,49957,1842,5804376,1325,48,14,8,1440,0.0333333333333333,55260
"1513",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-12,8880,276,5805283,1350,13,6,5,1440,0.00902777777777778,30572.3076923077
"1514",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-13,158918,6662,4608886,684,145,41,18,1440,0.100694444444444,66160.5517241379
"1515",2596,"POD-2421","bpns-WK16","Oostende",51.3075,2.909833333,"surface-buoy","hi+mod",2017-05-14,196311,8333,4316210,716,147,33,14,1440,0.102083333333333,81629.387755102
"1516",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-15,140751,4258,2019295,2,87,26,13,1440,0.0604166666666667,70477.2413793103
"1517",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-16,132015,4919,1774056,5,106,31,16,1440,0.0736111111111111,66824.1509433962
"1518",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-17,94432,3698,1377009,3,75,22,12,1440,0.0520833333333333,71001.6
"1519",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-18,134650,4704,955409,1,124,32,16,1440,0.0861111111111111,54627.0967741935
"1520",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-19,49573,1807,997545,4,53,20,12,1440,0.0368055555555556,49095.8490566038
"1521",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-20,23174,715,1029848,2,32,16,9,1440,0.0222222222222222,32175
"1522",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-21,51991,1514,2091489,17,21,9,4,1440,0.0145833333333333,103817.142857143
"1523",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-22,42742,1376,977510,3,28,13,9,1440,0.0194444444444444,70765.7142857143
"1524",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-23,22564,968,2033511,75,13,3,3,1440,0.00902777777777778,107224.615384615
"1525",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-24,19403,622,3994979,351,20,10,5,1440,0.0138888888888889,44784
"1526",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-25,1193,70,3906656,295,5,3,3,1440,0.00347222222222222,20160
"1527",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-26,10773,218,3910610,329,5,4,3,1440,0.00347222222222222,62784
"1528",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-27,57001,2444,3014758,232,65,21,10,1440,0.0451388888888889,54144
"1529",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-28,127211,4526,1437322,8,114,28,12,1440,0.0791666666666667,57170.5263157895
"1530",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-29,91616,4641,1166515,2,109,32,16,1440,0.0756944444444444,61312.2935779817
"1531",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-30,183424,7819,1144756,0,179,52,20,1440,0.124305555555556,62901.4525139665
"1532",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-12-31,30957,1346,1531759,2,31,16,10,1440,0.0215277777777778,62523.8709677419
"1533",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-01,88696,1945,2121840,36,39,16,10,1440,0.0270833333333333,71815.3846153846
"1534",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-02,43801,1747,4126102,478,51,12,9,1440,0.0354166666666667,49327.0588235294
"1535",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-03,93543,3385,3971317,354,76,23,13,1440,0.0527777777777778,64136.8421052632
"1536",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-04,6050,507,5622681,1191,12,4,2,1440,0.00833333333333333,60840
"1537",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-05,40871,1821,3437219,481,49,19,8,1440,0.0340277777777778,53515.1020408163
"1538",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-06,202464,7804,1148814,3,149,36,13,1440,0.103472222222222,75421.2080536913
"1539",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-07,218060,7783,1522790,36,194,44,15,1440,0.134722222222222,57770.7216494845
"1540",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-08,415975,19437,509307,0,290,50,17,1440,0.201388888888889,96514.7586206897
"1541",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-09,263744,10616,1060441,7,194,47,17,1440,0.134722222222222,78799.175257732
"1542",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-10,242539,8406,2188619,27,162,46,16,1440,0.1125,74720
"1543",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-11,199098,8467,3215897,343,186,45,17,1440,0.129166666666667,65550.9677419355
"1544",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-12,41918,2792,4241110,520,74,29,15,1440,0.0513888888888889,54330.8108108108
"1545",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-13,11672,448,5817658,1363,12,6,4,1440,0.00833333333333333,53760
"1546",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-14,597,102,5748668,1298,6,5,3,1440,0.00416666666666667,24480
"1547",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-15,17530,1058,4153954,481,23,9,8,1440,0.0159722222222222,66240
"1548",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-16,317109,17280,2124428,12,326,59,22,1440,0.226388888888889,76328.8343558282
"1549",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-17,127232,4599,1601647,0,103,29,12,1440,0.0715277777777778,64296.6990291262
"1550",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-18,103972,6464,1353099,6,142,38,15,1440,0.0986111111111111,65550.4225352113
"1551",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-19,70260,4150,1267318,0,82,25,14,1440,0.0569444444444444,72878.0487804878
"1552",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-20,68581,2528,1321598,0,69,20,12,1440,0.0479166666666667,52758.2608695652
"1553",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-21,537771,23277,1354251,2,427,67,21,1440,0.296527777777778,78498.5480093677
"1554",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-22,607446,26337,587685,7,448,78,22,1440,0.311111111111111,84654.6428571429
"1555",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-23,528277,20950,1009751,3,364,63,20,1440,0.252777777777778,82879.1208791209
"1556",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-24,1104978,44946,986369,5,552,77,20,1440,0.383333333333333,117250.434782609
"1557",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-25,1440218,59099,1320641,11,732,93,22,1440,0.508333333333333,116260.327868852
"1558",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-26,1080730,42422,1517661,2,593,88,22,1440,0.411805555555556,103014.637436762
"1559",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-27,552139,22994,1582231,3,474,89,24,1440,0.329166666666667,69855.1898734177
"1560",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-28,1930263,76240,2077852,8,933,108,24,1440,0.647916666666667,117669.453376206
"1561",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-29,1155672,43703,2074873,5,681,100,24,1440,0.472916666666667,92411.6299559471
"1562",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-01-30,429830,17481,2413782,12,282,52,15,1440,0.195833333333333,89264.6808510638
"1563",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-01,1980599,82642,2127802,24,1024,119,24,1440,0.711111111111111,116215.3125
"1564",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-02,780082,29105,1712387,10,445,73,22,1440,0.309027777777778,94182.4719101124
"1565",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-03,688119,21963,1374498,2,382,67,20,1440,0.265277777777778,82792.4607329843
"1566",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-04,196668,6055,1166889,4,121,32,13,1440,0.0840277777777778,72059.5041322314
"1567",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-05,64193,2438,1643543,3,51,16,9,1440,0.0354166666666667,68837.6470588235
"1568",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-06,99167,2846,940864,3,58,12,8,1440,0.0402777777777778,70659.3103448276
"1569",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-07,220992,6295,1349213,8,143,33,15,1440,0.0993055555555555,63390.2097902098
"1570",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-08,144344,4606,2321382,17,93,24,14,1440,0.0645833333333333,71318.7096774193
"1571",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-09,284470,9028,2562906,14,156,34,14,1440,0.108333333333333,83335.3846153846
"1572",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-10,66734,2807,2401413,12,44,11,8,1440,0.0305555555555556,91865.4545454545
"1573",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-11,82607,3224,2416349,8,63,22,10,1440,0.04375,73691.4285714286
"1574",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-12,347021,11291,3858849,285,153,29,12,1440,0.10625,106268.235294118
"1575",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-13,51780,2213,4454278,493,37,8,6,1440,0.0256944444444444,86127.5675675676
"1576",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-14,302772,11985,2729580,52,165,35,19,1440,0.114583333333333,104596.363636364
"1577",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-15,241520,8214,1510323,15,149,25,10,1440,0.103472222222222,79383.6241610738
"1578",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-16,111086,4174,2167719,22,73,21,11,1440,0.0506944444444444,82336.4383561644
"1579",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-17,156992,4291,1504638,32,88,22,10,1440,0.0611111111111111,70216.3636363636
"1580",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-18,35101,1124,1451205,93,37,9,7,1440,0.0256944444444444,43744.8648648649
"1581",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-19,46697,943,3063896,109,18,9,5,1440,0.0125,75440
"1582",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-20,43837,1941,3955734,294,36,11,6,1440,0.025,77640
"1583",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-21,3383,457,3928708,315,10,3,3,1440,0.00694444444444444,65808
"1584",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-22,1568,33,5602298,1111,2,2,2,1440,0.00138888888888889,23760
"1585",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-23,0,0,5743185,1269,0,0,0,1440,0,NA
"1586",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-24,22498,624,4092469,599,19,8,5,1440,0.0131944444444444,47292.6315789474
"1587",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-25,10075,503,3145011,80,16,6,5,1440,0.0111111111111111,45270
"1588",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-26,15464,517,2786853,27,14,6,5,1440,0.00972222222222222,53177.1428571429
"1589",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-27,39973,1136,3565894,177,15,6,4,1440,0.0104166666666667,109056
"1590",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-02-28,44528,2141,3896176,293,48,15,6,1440,0.0333333333333333,64230
"1591",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-01,75680,3078,3432117,299,36,14,10,1440,0.025,123120
"1592",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-02,0,0,4898299,871,0,0,0,1440,0,NA
"1593",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-03,46876,1944,2153828,2,36,11,6,1440,0.025,77760
"1594",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-04,190085,8761,1804276,0,114,16,8,1440,0.0791666666666667,110665.263157895
"1595",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-05,91219,3083,3550008,110,47,17,12,1440,0.0326388888888889,94457.8723404255
"1596",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-06,207426,8615,3497387,89,141,26,12,1440,0.0979166666666667,87982.9787234043
"1597",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-07,210486,8153,2359595,22,116,22,10,1440,0.0805555555555556,101209.655172414
"1598",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-08,38491,1642,2838999,133,33,14,8,1440,0.0229166666666667,71650.9090909091
"1599",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-09,25707,1177,1897247,8,30,9,5,1440,0.0208333333333333,56496
"1600",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-10,60195,2553,1269034,10,53,13,9,1440,0.0368055555555556,69364.5283018868
"1601",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-11,12846,574,1175742,5,19,7,5,1440,0.0131944444444444,43503.1578947368
"1602",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-12,38548,1436,1150472,4,25,8,6,1440,0.0173611111111111,82713.6
"1603",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-13,49394,1524,1490433,5,25,8,5,1440,0.0173611111111111,87782.4
"1604",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-14,23609,1018,1809356,11,24,9,6,1440,0.0166666666666667,61080
"1605",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-15,41714,1850,1096490,13,42,13,6,1440,0.0291666666666667,63428.5714285714
"1606",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-16,27804,1042,1200694,23,32,9,6,1440,0.0222222222222222,46890
"1607",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-17,11764,379,3011124,239,12,5,3,1440,0.00833333333333333,45480
"1608",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-18,1433,124,4199227,442,3,1,1,1440,0.00208333333333333,59520
"1609",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-19,9836,193,4779762,631,7,4,3,1440,0.00486111111111111,39702.8571428571
"1610",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-20,24452,740,4709824,499,20,6,4,1440,0.0138888888888889,53280
"1611",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-21,20118,615,3532262,163,16,6,5,1440,0.0111111111111111,55350
"1612",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-22,19561,1512,2138323,16,27,9,4,1440,0.01875,80640
"1613",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-23,6044,549,3242210,158,20,6,4,1440,0.0138888888888889,39528
"1614",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-24,34969,2308,4427022,516,51,10,6,1440,0.0354166666666667,65167.0588235294
"1615",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-25,6829,413,4181428,489,16,7,6,1440,0.0111111111111111,37170
"1616",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-26,3612,380,3520012,230,16,7,6,1440,0.0111111111111111,34200
"1617",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-27,30015,1629,1946593,20,44,13,8,1440,0.0305555555555556,53312.7272727273
"1618",2597,"POD-2578","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2017-03-28,26545,1235,1696023,3,29,12,6,1440,0.0201388888888889,61324.1379310345
"1619",2600,"POD-2728","bpns-Birkenfels","bpns-Birkenfels",51.6493333,2.5338333,"surface-buoy","hi+mod",2017-03-11,0,0,3113040,471,0,0,0,1440,0,NA
"1620",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-03-11,19,10,2354562,517,1,1,1,1440,0.000694444444444444,14400
"1621",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-17,0,0,5879448,1416,0,0,0,1440,0,NA
"1622",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-18,0,0,3839397,901,0,0,0,1440,0,NA
"1623",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-19,3373,48,2511590,556,6,4,3,1440,0.00416666666666667,11520
"1624",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-20,0,0,5605227,1327,0,0,0,1440,0,NA
"1625",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-21,0,0,5162752,1219,0,0,0,1440,0,NA
"1626",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-22,0,0,5426190,1250,0,0,0,1440,0,NA
"1627",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-23,0,0,4773188,1038,0,0,0,1440,0,NA
"1628",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-24,0,0,5684519,1325,0,0,0,1440,0,NA
"1629",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-25,0,0,5654418,1355,0,0,0,1440,0,NA
"1630",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-26,0,0,5870185,1413,0,0,0,1440,0,NA
"1631",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-27,283,36,5425517,1309,1,1,1,1440,0.000694444444444444,51840
"1632",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-28,0,0,5724891,1384,0,0,0,1440,0,NA
"1633",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-29,0,0,5898240,1440,0,0,0,1440,0,NA
"1634",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-30,38219,1339,4086053,939,23,4,2,1440,0.0159722222222222,83833.0434782609
"1635",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-05-31,17750,775,727115,107,26,13,8,1440,0.0180555555555556,42923.0769230769
"1636",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-06-01,39316,1379,69535,0,52,30,14,1440,0.0361111111111111,38187.6923076923
"1637",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-06-02,34356,1569,76178,7,56,27,13,1440,0.0388888888888889,40345.7142857143
"1638",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-06-03,77229,3578,76222,3,103,31,17,1440,0.0715277777777778,50022.5242718447
"1639",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-06-04,152795,8254,76196,1,167,56,21,1440,0.115972222222222,71172.2155688623
"1640",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-06-05,147872,9982,2133404,482,204,41,15,1440,0.141666666666667,70461.1764705882
"1641",2602,"POD-409","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2017-06-06,119158,8283,716747,106,89,24,15,1440,0.0618055555555556,134017.078651685
