"","Deployment_fk","Receiver","Station","Zone","Latitude","Longitude","Mooring_type","Quality","Time","Milliseconds","Number_clicks_filtered","Number_clicks_total","Lost_minutes","Dpm","Dp10m","Dph","Recorded","Click_frequency","Click_intensity"
"432",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-14,12523,766,417842,0,24,12,9,1440,0.0166666666666667,45960
"433",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-15,38499,1665,901500,8,48,17,13,1440,0.0333333333333333,49950
"434",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-16,23512,1837,2766070,120,62,25,10,1440,0.0430555555555556,42665.8064516129
"435",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-17,3020,298,2278385,86,10,5,3,1440,0.00694444444444444,42912
"436",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-18,17370,351,1843620,45,13,8,5,1440,0.00902777777777778,38880
"437",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-19,26057,1153,935489,2,41,17,10,1440,0.0284722222222222,40495.6097560976
"438",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-20,11649,478,2510643,125,11,4,3,1440,0.00763888888888889,62574.5454545455
"439",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-21,1359,46,2697767,238,2,1,1,1440,0.00138888888888889,33120
"440",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-22,25934,847,1333686,122,27,13,9,1440,0.01875,45173.3333333333
"441",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-23,60220,1807,903234,42,36,14,9,1440,0.025,72280
"442",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-24,23569,482,1675826,166,17,8,5,1440,0.0118055555555556,40828.2352941177
"443",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-25,54876,1501,1160443,11,22,7,5,1440,0.0152777777777778,98247.2727272727
"444",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-26,61,11,4252023,724,2,2,1,1440,0.00138888888888889,7920
"445",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-27,7807,427,3981667,523,16,9,5,1440,0.0111111111111111,38430
"446",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-28,10356,366,1147623,60,12,6,3,1440,0.00833333333333333,43920
"447",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-29,12983,409,1986548,104,13,11,6,1440,0.00902777777777778,45304.6153846154
"448",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-04-30,11468,540,1342934,14,18,6,5,1440,0.0125,43200
"449",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-01,1804,103,634511,4,6,4,3,1440,0.00416666666666667,24720
"450",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-02,11338,396,519792,0,8,5,4,1440,0.00555555555555556,71280
"451",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-03,13199,653,1369557,32,22,6,5,1440,0.0152777777777778,42741.8181818182
"452",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-04,23479,590,536002,5,15,6,5,1440,0.0104166666666667,56640
"453",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-05,7551,338,791777,18,10,5,4,1440,0.00694444444444444,48672
"454",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-06,29814,973,874799,2,20,5,3,1440,0.0138888888888889,70056
"455",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-07,3708,182,1074304,0,7,4,2,1440,0.00486111111111111,37440
"456",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-08,1947,81,848888,3,3,2,1,1440,0.00208333333333333,38880
"457",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-09,3647,100,844182,2,6,3,2,1440,0.00416666666666667,24000
"458",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-10,4294,123,912179,4,5,2,2,1440,0.00347222222222222,35424
"459",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-11,3420,337,723926,7,8,4,3,1440,0.00555555555555556,60660
"460",2577,"POD-2724","bpns-VG2","Gootebank",51.4325,2.802,"surface-buoy","hi+mod",2016-05-12,11672,452,793763,13,15,7,3,1440,0.0104166666666667,43392
"461",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-07,94795,4170,92167,0,58,22,14,1440,0.0402777777777778,103531.034482759
"462",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-08,49497,2097,79975,0,49,18,10,1440,0.0340277777777778,61626.1224489796
"463",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-09,3655,187,72705,0,9,6,6,1440,0.00625,29920
"464",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-10,45738,1570,80442,0,45,17,11,1440,0.03125,50240
"465",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-11,50455,1611,148721,0,43,13,9,1440,0.0298611111111111,53949.7674418605
"466",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-12,31440,695,826683,30,31,16,10,1440,0.0215277777777778,32283.8709677419
"467",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-13,59132,1627,1005080,119,26,10,9,1440,0.0180555555555556,90110.7692307692
"468",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-14,30476,1160,1314775,184,35,14,10,1440,0.0243055555555556,47725.7142857143
"469",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-15,375246,11351,1773467,315,166,32,13,1440,0.115277777777778,98466.5060240964
"470",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-16,46456,1563,1071168,124,42,18,12,1440,0.0291666666666667,53588.5714285714
"471",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-17,114159,3731,1175661,170,92,25,12,1440,0.0638888888888889,58398.2608695652
"472",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-18,107353,3472,434858,14,68,20,11,1440,0.0472222222222222,73524.7058823529
"473",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-19,88040,2792,105186,1,59,23,12,1440,0.0409722222222222,68143.7288135593
"474",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-20,158869,5180,90155,0,115,33,15,1440,0.0798611111111111,64862.6086956522
"475",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-21,177694,4691,71296,0,98,39,18,1440,0.0680555555555555,68928.9795918367
"476",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-22,128316,3482,68840,0,85,24,15,1440,0.0590277777777778,58989.1764705882
"477",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-23,58341,2297,66208,0,74,23,11,1440,0.0513888888888889,44698.3783783784
"478",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-24,116921,3799,87022,0,79,30,15,1440,0.0548611111111111,69247.5949367089
"479",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-25,92871,3119,359361,5,55,20,13,1440,0.0381944444444444,81661.0909090909
"480",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-26,74033,2495,1804887,344,68,23,13,1440,0.0472222222222222,52835.2941176471
"481",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-27,45573,1753,2542468,549,69,23,13,1440,0.0479166666666667,36584.347826087
"482",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-28,52879,1627,2653875,587,34,15,8,1440,0.0236111111111111,68908.2352941177
"483",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-29,10345,239,2416339,532,9,5,5,1440,0.00625,38240
"484",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-30,124812,5140,2193895,461,53,11,6,1440,0.0368055555555556,139652.830188679
"485",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-10-31,54182,902,2032665,420,20,6,3,1440,0.0138888888888889,64944
"486",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-01,19635,948,1279027,199,21,12,7,1440,0.0145833333333333,65005.7142857143
"487",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-02,21162,619,262633,7,9,3,3,1440,0.00625,99040
"488",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-03,44044,1760,82526,2,44,18,9,1440,0.0305555555555556,57600
"489",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-04,115881,3719,67753,0,64,20,9,1440,0.0444444444444444,83677.5
"490",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-05,301175,9866,101435,0,131,24,10,1440,0.0909722222222222,108450.687022901
"491",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-06,60741,2932,196614,20,46,19,13,1440,0.0319444444444444,91784.347826087
"492",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-07,50399,941,62763,0,25,11,7,1440,0.0173611111111111,54201.6
"493",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-08,93708,4208,92239,2,88,24,12,1440,0.0611111111111111,68858.1818181818
"494",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-09,51618,1893,194931,8,33,11,5,1440,0.0229166666666667,82603.6363636364
"495",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-10,94740,2391,636463,42,46,16,11,1440,0.0319444444444444,74848.6956521739
"496",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-11,156723,5385,250662,1,118,31,16,1440,0.0819444444444444,65715.2542372881
"497",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-12,111335,3747,730695,61,95,32,15,1440,0.0659722222222222,56796.6315789474
"498",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-13,200324,6229,793642,68,107,31,18,1440,0.0743055555555556,83829.5327102804
"499",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-14,276785,10859,558985,24,170,40,15,1440,0.118055555555556,91982.1176470588
"500",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-15,390800,13809,1170914,108,227,39,15,1440,0.157638888888889,87598.9427312775
"501",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-16,444240,13790,419559,14,238,51,19,1440,0.165277777777778,83435.2941176471
"502",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-17,153303,4657,227376,3,114,31,15,1440,0.0791666666666667,58825.2631578947
"503",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-18,84679,2081,569601,40,70,30,14,1440,0.0486111111111111,42809.1428571429
"504",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-19,152267,6252,133062,0,92,24,11,1440,0.0638888888888889,97857.3913043478
"505",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-20,138640,4526,94210,0,106,28,12,1440,0.0736111111111111,61485.2830188679
"506",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-21,116857,4743,1653517,314,72,27,15,1440,0.05,94860
"507",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-22,158322,5444,425700,25,117,40,19,1440,0.08125,67003.0769230769
"508",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-23,147839,5163,754753,83,108,31,17,1440,0.075,68840
"509",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-24,223761,6710,462876,22,121,40,19,1440,0.0840277777777778,79854.5454545454
"510",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-25,295184,12420,1077276,159,195,50,19,1440,0.135416666666667,91716.9230769231
"511",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-26,124919,4916,2068435,421,90,24,11,1440,0.0625,78656
"512",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-27,98602,2401,1780815,321,69,19,10,1440,0.0479166666666667,50107.8260869565
"513",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-28,97860,3750,949813,127,94,30,14,1440,0.0652777777777778,57446.8085106383
"514",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-29,85945,3338,1314144,153,86,33,17,1440,0.0597222222222222,55892.0930232558
"515",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-11-30,199158,6192,596454,45,154,34,14,1440,0.106944444444444,57899.2207792208
"516",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-01,627132,18775,295511,1,282,59,20,1440,0.195833333333333,95872.3404255319
"517",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-02,78554,2364,69465,0,86,38,18,1440,0.0597222222222222,39583.2558139535
"518",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-03,225433,7014,174600,0,139,41,17,1440,0.0965277777777778,72663.0215827338
"519",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-04,233025,7253,91967,0,134,42,20,1440,0.0930555555555556,77942.6865671642
"520",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-05,266908,7720,137557,1,134,37,16,1440,0.0930555555555556,82961.1940298507
"521",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-06,285263,10103,120539,1,236,65,21,1440,0.163888888888889,61645.4237288136
"522",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-07,136135,4908,108933,5,117,38,17,1440,0.08125,60406.1538461538
"523",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-08,284461,10953,121871,1,183,51,22,1440,0.127083333333333,86187.5409836066
"524",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-09,208416,5552,89836,0,132,38,21,1440,0.0916666666666667,60567.2727272727
"525",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-10,145123,6866,127579,0,151,45,18,1440,0.104861111111111,65477.0860927152
"526",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-11,117790,3789,129990,0,96,33,16,1440,0.0666666666666667,56835
"527",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-12,185269,7136,809354,115,143,40,19,1440,0.0993055555555555,71859.020979021
"528",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-13,232034,7811,1137077,147,178,50,19,1440,0.123611111111111,63190.1123595506
"529",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-14,168987,8037,990426,64,179,42,15,1440,0.124305555555556,64655.1955307263
"530",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-15,259242,8702,919746,80,192,45,19,1440,0.133333333333333,65265
"531",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-16,162699,3974,224337,2,89,23,12,1440,0.0618055555555556,64298.4269662921
"532",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-17,210856,7398,157862,1,124,30,14,1440,0.0861111111111111,85912.2580645161
"533",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-18,279697,11113,136428,0,149,40,18,1440,0.103472222222222,107400.805369128
"534",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-19,256524,9426,98291,0,160,50,21,1440,0.111111111111111,84834
"535",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-20,146087,5557,76069,0,105,34,14,1440,0.0729166666666667,76210.2857142857
"536",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-21,173285,5770,214653,7,119,37,18,1440,0.0826388888888889,69821.8487394958
"537",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-22,195170,5661,273374,4,124,43,19,1440,0.0861111111111111,65740.6451612903
"538",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-23,95123,4084,157304,3,58,24,16,1440,0.0402777777777778,101395.862068966
"539",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-24,252204,10269,158078,1,161,40,20,1440,0.111805555555556,91846.9565217391
"540",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-25,137655,3506,504581,63,68,26,15,1440,0.0472222222222222,74244.7058823529
"541",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-26,112607,2536,364329,6,56,19,11,1440,0.0388888888888889,65211.4285714286
"542",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-27,104965,6369,614193,67,71,21,12,1440,0.0493055555555556,129174.084507042
"543",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-28,56678,1611,696354,61,35,13,9,1440,0.0243055555555556,66281.1428571429
"544",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-29,48505,1957,178752,0,55,20,10,1440,0.0381944444444444,51237.8181818182
"545",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-30,44802,1599,58276,0,23,8,6,1440,0.0159722222222222,100111.304347826
"546",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2015-12-31,44130,1161,54479,0,38,12,7,1440,0.0263888888888889,43995.7894736842
"547",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-01,212306,7103,95105,0,194,48,18,1440,0.134722222222222,52723.2989690722
"548",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-02,333199,10037,108905,3,156,43,18,1440,0.108333333333333,92649.2307692308
"549",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-03,509422,16865,135771,1,279,57,20,1440,0.19375,87045.1612903226
"550",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-04,622872,25103,210918,0,428,79,23,1440,0.297222222222222,84458.691588785
"551",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-05,615286,23072,203896,3,362,78,22,1440,0.251388888888889,91778.1215469613
"552",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-06,774022,27766,262002,9,483,100,23,1440,0.335416666666667,82780.6211180124
"553",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-07,1593406,50424,544588,15,733,105,24,1440,0.509027777777778,99059.4270122783
"554",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-08,828342,28104,276271,3,521,103,24,1440,0.361805555555556,77677.0825335893
"555",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-09,1146852,41847,389201,5,688,109,23,1440,0.477777777777778,87586.7441860465
"556",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-10,616655,19365,294412,2,408,90,24,1440,0.283333333333333,68347.0588235294
"557",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-11,739464,22214,456268,1,450,74,21,1440,0.3125,71084.8
"558",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-12,468479,13903,253963,0,307,70,21,1440,0.213194444444444,65212.7687296417
"559",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-13,312556,10461,346708,5,209,58,21,1440,0.145138888888889,72075.7894736842
"560",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-14,272588,7838,569388,61,170,49,21,1440,0.118055555555556,66392.4705882353
"561",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-15,210088,5746,2735428,438,102,30,16,1440,0.0708333333333333,81120
"562",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-16,303142,9087,1335507,212,145,41,17,1440,0.100694444444444,90243.3103448276
"563",2578,"POD-2729","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-01-17,444024,13165,526046,44,228,63,21,1440,0.158333333333333,83147.3684210526
